id,concat_comments
627353853,Great place to stay
618658345,its in a great neighborhood and close to a lot of cool places  theres quite a big price jump at the end of checking out so be a bit weary of that  also the heater was not working as well as the couch outside near the heater not being the cleanest  the street parking seems to be free but its a bit confusing on when you can use it   obviously the weekend is fine  but during weekdays we werent so sure  other than that I had a great stay here and would love to come back with some things being closer paid attention to  just pay a little closer attention to detail  the guests before me I assume had leftover food in the microwave  the shower had quite a bit of mildew on the wall  as well as that weird older piece having some  the bathtub was missing a knob so I didnt feel comfy using it  it would be nice if the heater outside worked as well as the couch being a little cleaner so it was more useable  also the odd price jump to almost double was a bit disheartening and im not sure why it happened  other than that its in a great neighborhood and close to a lot of things that were very handy  I would love to stay back here with some improvements and a better understanding in the change of price  thank you  the price about doubled when I checked out  wasnt sure why especially with there being some knicks and dings on the walls  as well as not having a working heater outside that we assumed was in working condition
616427415,Our stay in this place was supposed to be a joyful one  We came for a few days to celebrate my daughters birthday  This place is very close to Barnes hospital which made it a perfect location to get together   It was very disappointing from the beginning  The bathroom was not cleaned and full of hair from the previous guest  A set of dirty linens was thrown in the closet if bedroom number one and in bedroom number   the linens were full of hairs  The companys response was slow and unapologetic and they did nothing to remediate the situation  We had to buy our own sheets  The next day they came to clean but  in spite of our request  they did not leave toilet paper  Avoid this place at all cost  The WiFi was not working  The username and password was incorrect The unit was not cleaned after the previous guest left  The linens were not changed and the bathroom was full of hairs from the previous guest  We had to buy our own toilet paper The host kept avoiding the issue of dirty linens and bathroom  They insisted that we make the bed with a non existing spare set of linens  Actually there were dirty linens crumpled up in the closet  A clean space and a more responsive host  We will never again stay with this company 
624952307,good for the value Cabinet
669395024,I had a Great stay felt secure comfortable and was also convenient  Very nice location even though it is near the train it was not too noisy Need a new stopper for the bathtub  Overall had a great Stay and felt secure and it was convenient to everything
441243680,GREAT place to stay  Very clean and has everything you need  Responsive hosts too  Thanks for being a great host and being so accommodating  Bathroom was great  But there was an issue with the toilet and the fact that maintenance wasnt available was the only down side
617317015,Stay away  These places are not clean like they are said to be  I have videos and photos on my phone of how nasty the rooms were  I had   different rooms  Also  my wallet and license and ID along with   bank cards of mine were stolen from my room  I was the only one I my room besides Zencitys house maid  I spoke with Marty who is   of the owners of the apartment and he had a total attitude and did NOTHING about my things  He was suppose to call me back but after waiting for his call for almost a week I decided to call him back just for him to not even remember who I was  That showed right there that he didnt give a damN about my items missing from my room with only his personnel having access to my room    Makes me wonder if they go around scamming   frauding people  I will never stay in ZenCity properties again  I will also tell my friends   family to avoid them as well  So much  too frustrated to write  Bathtub wasnt clean  Inside of microwave wasnt clean  The refrigerator wasnt clean neither was the bed sheets blanket or the hangers  So much more besides an unclean room has made this the trip from hell  Today is Friday  I have literally been waiting on a call back from Zencity since Monday March  TH  Ive made at least    calls to them and even spoketo someone named Marty who was suppose to call me back on Monday as well and I still have yet to hear from him  My wallet  license and ID stolen from the room yet I was there alone  The only person that had access was the cleascleancleaning lady or maid so she called herself  After my wallet was stolen from the room I left my ID in the room hidden since it was the only identification I had left   when I checked out of the room I accidentally left it in there  The same day I went to get it but the security at del prado werent allowed to let me in to get my ID so I called Zencity management and spoke to Marty  Owner Manager  letting him know the cleaning guy for the apt was right across the street cleaning another apt   if he could give him the okay to go in the unit I rented and he said NO  After he asked me exactly where I left my ID and he said no theres nothing he can do     I believe he could be using my information   committing fraud  I just dont understand why he wouldnt let the cleaner in so I could get my stuff  I will NEVER stay in any ZenCity properties again  I will also let my friends and family know to NEVER stay in them as well  I also took videos with my phone on how filthy the place was and I had   different rooms  They both were dirty  The location was fiNe  A clean apartment and honestly a few more things Im just to frustrated to write about right now 
596072465,Great but parking was tight 
615273114,It was an alright stay  Location is fantastic  but could have had better amenities and the cleaning lady was still there after check in  The lady responsible for cleaning the place was still in there around     pm when the check in time was  pm  Not the biggest of issues  but does cause doubt and concern in the place  Better amenities 
438842802,Overall  the location is great and there were plenty of restaurant options  especially cafe like restaurants   I do not recommend staying here if you are not willing to pay for parking  It was hard to find a free spot and the meters are only for   hours at a time  My friends and I stayed one night and we got a very close spot through Spot Hero for     for a full day  It is a good space for a quick stay that is close to the city  but not in the midst of the hustle and bustle  Zencity    I think you property was in a great area and the check in was flawless  We felt very safe and we thank you for keeping up communication with us and responding to our needs  We ended up finding parking and working it out with you all and Airbnb  but I really feel that free parking should not be included as an amenity option  The rooms and kitchen were really clean  but the common areas just missed the mark for us     Thank you for letting us stay  it was a pleasure   Parking description was misleading and could be elaborated on for future guests   The furniture and the rug in the common area was not completely clean  there were small hairs  and residue on the window area and table  not wiped down   In the bathroom  the shower lining curtain was a little dirty  Couch could have been vacuumed and touched up a little more as well  Cleaner common areas for a fee thats more than the rental price 
617006922,For the price this was an excellent place  if a little sparse  Hyde Park is a great neighborhood  lots of amenities nearby including a Whole Foods a few minutes away  On our second day there was a crew who let themselves in to replace the air filter  This caught us off guard and I wish the hosts had communicated with us regarding this beforehand    Parking is not a problem if you get there in the middle of the day while people are off at work  We got there pretty late and had to park in the buildings overpriced parking garage      overnight   but moved our car afterwards to street parking    Overall this was a nice stay and Zencity were good communicative hosts  Would recommend  Thank you so much 
611314369,I checked in after      PM as I was instructed  However  the apartment was still a mess when I walked in because the cleaning lady was still working in the apartment  Need to improve your internal communications between the host and the cleaning service   A window blind did not work   The room was still being cleaned when I checked in  at     PM   The cleaning lady said she was not aware of a check in on the apartment  She spent almost another    minutes to finish the cleaning  I received a message from the host that the apartment was being  touched up  because it was unoccupied for a while  I did not really care who was telling the truth  but I was disappointed when walking in the apartment that was still messy as it was being cleaned  Dishwasher was still running when I checked in
626688366,Great location  overall good apartment  but bathroom needed some maintenance before we got there   Just wish the bathroom didnt smell  The bathroom smelled like sewage and we had to close the door to the bathroom or else the whole apartment stank  Kitchen had some half used food supplies from previous occupants  clean bathroom
435834050,Spacious apartment with bonus bathroom off the bedroom and lots of closet space  Found parking right out front of the building which was great    minute walk to the train station  Very nice neighborhood  Bed was comfy and the tv had everything on Roku that you could imagine  Had a great stay    Little bit of hair in the shower 
434319501,This is a lovely apartment with a wonderful view   The elevators in the building  however  are not all working but they get you there with some wait   There is no parking on premises but mostly its fine to park on the street  Would have loved to give this a   star but couldnt because the kitchen is ridiculously under provisioned  Only two forks  two knives   Not a salad or mixing bowl to make a salad  I had to use a pot  One small limp towel to dry  Worst provisioned kitchen in all my AirBNB stays  and that includes a disappointing stay in Istanbul  The kitchen is ridiculously under provisioned  Two forks  Two knives   Not a salad or mixing bowl to make a salad   No cleaning liquids to clean the counters   Not even pepper or regular salt as basic provisions  Worst provisioned kitchen in all my AirBNB stays  and that includes a disappointing stay in Istanbul   When you list you have a kitchen  it should be properly provisioned   Confusing address and directions to the building A better equipped kitchen
614600849,The biggest advantage of the place is its proximity to convention center  Thanks a lot  The sofa in front of TV has too many stains and could have been kept neat  The Chair at Balcony was too dirty   Sofa could have been cleaner 
606791298,The location was the best part of this Airbnb property  Lafayette square restaurants and bars are well within walking distance  However one issue that I will remember in the future was with parking  The ad stated a gated parking lot was provided to guest with access from a key fob  When we arrived the fob was not there  I called Zencity and they told me previous renter took it and they didnt have a replacement  I was told sorry for the inconvenience  We had to park on the street for the two day stay which can sometimes be tricky in busy St  Louis neighborhoods  The apartment was very nice but one thing I noticed was that the floors were dirty  There was drywall dust on several places and I wouldnt call the place sparkling clean  Nice appliances and kitchen but beware of the limited hot water supply  Its a small tank and forces a very quick shower  Kind of a bummer if you need to relax or shave  Pluses and minuses for this place  The location was convenient and the building seemed safe  For      a night it would have been nice to have a sparkling clean place  parking as listed  and extra towels   Gated parking was listed and a selling point however  the fob was not there and a replacement wasn u    t given  I realize this was an issue with previous renter but plans should be in place to provide a backup to next guest  I u    m sure there u    s s fee for lost fobs that covers this expense for owner   The floors didnt looks like they were swept very well  There was drywall dust still on floor in several places  Gated parking was listed but fob was not there and no replacement was given  On the street parking is fine but doesnt guarantee a spot close to building or safety of vehicle  A bit cleaner  more towels  and parking issues accurate and correct 
671257644,Soild place in a nice neighborhood
104790938,Great overall 
604558659,The place was large  pretty clean  although it could use some remodeling  The water pressure in the shower was pretty low  The main issue I experienced was the failure of the management to provide WiFi  as promised in the description    I contacted them immediately about that  and  unfortunately  they did not fix the issue until the final day of my stay  While their responses regarding this issue were relatively prompt  they were unprofessional  In fact  they provided   additional passwords for me to try  and they assumed I was not competent enough to select the right network and enter the password correctly  The last straw was that on the last day  when I informed them that the WiFi was finally working  they claimed that nothing had changed on their end  and that the WiFi was working during the entire stay  which implied that I was lying about the WiFi not working earlier    If you are looking for a bargain basement price for a stay in Central West End  this is a good place to stay  However  if you need to be confident about having working WiFi   or if you would like competent management in case another issue arises  look elsewhere  Everything was good  but your failure to provide WiFi was a material breach of trust   WiFi was  listed in the description but not available on the first two days out of my   day stay  The entry code was changed last minute  and I only found out because I messaged the host about checking in early  Providing WiFI as advertised
604274595,Appartement tr s bien situ   calme   MAIS attention   internet et leau chaude   Sur   jours internet na fonctionn  quun seul jour et personne pour r gler le probl me        Nous ne sommes pas des techniciens dinternet et ce nest pas   nous de r soudre le probl me    Par ailleurs  la veille de notre d part nous navions plus deau chaude et ce jusquau lendemain et encore une fois  personne pour r soudre le probl me     En revanche  ils savent envoyer des e mails pour vous rappeler lheure du d part   Suis extr mement d  ue par la r activit  quant   la recherche de solution  Aucune solution nous a  t  apport e ou propos e     Je dirai plut t StressCity  Ils ne m ritent absolument pas le Zencity Label         Sur   jours nous n u    avons eu qu u    une seule journ u  e e avec internet et tous les autres nous avons du utiliser notre propre r u  e seau   Du coup   u  e  qui devons nous envoyer nos factures de surconsommation    Zencity n u    a pas  u  e t u  e  capable de r u  e soudre notre probl u  e me  En revanche  ils nous ont envoy u  e  des personnes pour checker l u    alarme incendie  De qui se moque t on     Personne n u    est venu pour r u  e soudre internet  De plus  la veille de notre d u  e part et jusqu u    au d u  e part  nous n u    avions plus d u    eau chaude et personne pour r u  e soudre le probl u  e me      Aucun SAV   Quand cela les concerne ils r pondent vite et lorsque vous avez un probl me  ils ne cherchent pas   le r soudre    
636925060,This apartment is part of the Lafayette Square neighborhood   easily accessible to downtown  Union Station  and Soulard  Great location   Incredible gym in the building   free weights  barbell rack  TRX  Stairclimber  two treadmills and an elliptical  Peloton bike   and it was NEVER busy     The unit itself is a basement unit and requires a bit of navigating to get to it  We found we missed a window in the bedroom  and lights must be on at all times when there  Very contemporary modern decor  quite attractive   roomy   bedroom  high celings  and well equipped kitchen  Paper towels  dish dishwasher soap  and bathroom  sample size  toiletries provided  Some minor issues with furnishings  and the apartment had some small maintenance items attributed to normal wear and tear   Zencity has a   x  customer support line  which we used when the keypad to our unit stopped working  They had us back into the place within    minutes of reporting the issue  We had good communication with the organization before and during our stay   If youre looking for a prime location for your St  Louis trip  this is a great place to consider  Thanks for hosting us  Everyone we dealt with was helpful  The apartment had nice look and amenities but was a bit rough around the edges  paint  some maintenance items reported during our visit  The toilet seat was very loose   I fixed that for us  And our wifi issue was never resolved    instead  we just piggybacked on another units wifi  Our need to refresh the keypad with the bluetooth app was irritating  glad it was resolved  just wish it had been sooner than    minutes    For the price we paid  the unit was worthwhile  If we had paid full price  I would have been rather disappointed with the experience  We just had too many little problems   all were worked around or managed  but they detracted from our overall experience   The basement of that building is confusing to navigate  The checkin description could be improved by telling people to enter the door leading to the gym  and turning right   We spent about   minutes wandering around the floor until we figured out the door leading to the gym didnt enter INTO the gym   The touchpad lock on the door is difficult to navigate   took     times of keying in the code to get into the apartment  Final communications not acknowledged  Did not explain how to reach the dumpster for our trash  Otherwise worked well 
618131478,T V barely works and clean up fee is a lot especially for the size of the unit T V barely works and the clean up fee is a lot especially for the size place
672418662,Average stay  looks exactly like it is  Floor and bathroom are dirty however  Make sure to clean  Looked exactly like it is  Floor was very dirty when I came in and bathroom had bugs
626651694,The place was nice and clean despite a few mishaps  Communication couldve been better as well  The place was nice but the few mishaps couldve been prevented or handled a little better  The window was literally loose off the hinges when it fell with one simple touch  Also  I was not at fault for the tv table  I was barely even there let alone using the tv or the stand  I do apologize for the mishaps and wish everything couldve went smoother 
620505264,Nice clean place would recommend for the price it was given but pretty sure it womt be thst low once the economy rises
600970586,Beautifully decorated and clean home  in a great location close to the main things you need  Easy check in and great communication  Street parking was a bit of a pain  Only free on Sundays and in the evenings  which can make it difficult to find a park   and you have to top up the meter every   hours  We used the app to save us having to keep going back to the car  Beautiful and clean home amd great communication  For someone that wants to have a meals at home though I would add a few kitchen essentials like a microwave  oven mits  and dish towels   Parking was only free Sundays and in the evenings  which then made it difficult to find a park as well   Description says free parking but I feel like there should be more info about this as it was a bit of a pain the whole stay  
599265857,Great location for staying near BJ hospital     things keep me from a     No internet in the room   Router didnt have power cord   Assume that will be fixed but frustrating to try to run business without a solid connection   Lack of kitchen utilities   really only   forks   Everything else was fine   Fire alarm going off in the middle of the night and nobody from apartment complex on site to turn off   I would stay again  people were friendly  clean  safe and Location to hospital was such a nice feature  Great location for staying near BJ hospital     things keep me from a     No internet in the room   Router didnt have power cord   Assume that will be fixed but frustrating to try to run business without a solid connection   Lack of kitchen utilities   really only   forks   Everything else was fine   Fire alarm going off in the middle of the night and nobody from apartment complex on site to turn off   I would stay again   Location to hospital was such a nice feature 
